inncode,generation,department,fulltimeparttime,tenure,managementlevel,engage1,engage2,recommendtoothers,csr,deib1,informed,teamfeeling,appreciatedatwork,trustteammates,voice,innovate,resourses1,decisionautonomy,ld1,ld2,passionateatwork,paysatisfaction,rewardsbenefits1,rewardsbenefits2,merit,ld3,treatrespect1,jobsecurity,worklifebalance1,worklifebalance2,workload,dmanager1,ld5,dmanager2,dmanager3,dmanager4,dmanager5,dmanager6,workenv1,dmanager7,dmanager8,dmanager9,deib2,wellbeing1,wellbeing2,workenv2,workenv3,gm1,gm2,gm3,intenttostayhl,recommendhl,chainscale,state,hotelzipcode,wellbeing,workenvironment,learningdevelopment,worklifebalance,deib,supportivegm,rewardsbenefits,engagement
100189,4,21,3,6,2,2,3,3,2,1,2,3,4,3,3,4,1,4,2,3,4,4,4,3,2,1,5,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,3,3,3,0,0,4,New Jersey,7078,4.0,4.0,2.5,4.0,2.5,3.0,3.5,2.5
100127,5,12,3,8,3,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,4,4,5,5,5,5,4,5,5,4,4,4,4,4,5,5,4,5,5,5,5,5,4,4,4,5,5,5,1,1,5,Texas,78701,4.5,4.0,4.5,4.5,5.0,5.0,4.0,5.0
100152,5,21,3,4,3,4,5,5,4,4,4,4,4,4,3,4,4,4,4,3,4,2,3,4,4,4,4,3,4,3,4,5,5,5,5,3,5,4,4,4,5,5,5,5,4,4,4,4,4,4,0,1,4,Georgia,30313,4.5,4.0,4.0,3.5,4.5,4.0,3.5,4.5
100076,3,7,4,2,2,4,5,5,4,5,4,4,4,4,4,4,2,4,3,4,5,3,4,5,4,4,4,2,3,3,4,5,4,4,5,5,4,5,5,5,5,5,5,4,4,4,4,2,2,3,0,1,3,Utah,84098,4.0,4.33,3.75,3.0,5.0,2.33,4.5,4.5
100055,6,16,3,4,3,4,4,5,1,4,4,4,4,4,4,4,5,4,5,4,4,2,4,4,4,4,4,4,4,3,4,5,5,5,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,4,Florida,33304,4.0,4.0,4.5,3.5,4.0,4.0,4.0,4.0
100160,2,6,3,8,3,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Florida,32830,5.0,5.0,4.75,5.0,4.5,5.0,5.0,4.5
100054,6,27,3,3,3,5,5,5,3,5,4,5,5,5,3,5,5,5,5,5,5,3,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,1,1,4,Texas,75207,4.5,5.0,5.0,5.0,5.0,4.33,4.5,5.0
100049,5,21,3,5,4,5,5,4,5,5,4,4,5,5,4,5,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,5,0,0,4,Florida,33040,4.0,4.0,4.0,4.0,5.0,4.33,4.0,5.0
100117,5,7,3,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Louisiana,70130,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100086,6,7,5,4,2,4,4,5,5,5,4,5,4,5,4,5,5,4,4,3,4,3,5,5,4,3,4,4,4,4,5,4,4,4,5,4,5,4,4,5,5,5,4,5,5,5,5,4,5,4,0,1,4,Washington,98660,5.0,4.67,3.5,4.0,4.5,4.33,5.0,4.0
100049,4,21,3,8,1,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,Florida,33040,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100110,4,25,3,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Washington DC (District of Columbia),20009,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100109,4,21,3,8,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,0,4,Washington DC (District of Columbia),20036,5.0,5.0,5.0,5.0,4.5,4.67,5.0,4.0
100182,4,23,3,8,3,5,5,5,4,4,4,4,4,5,3,4,4,4,4,4,4,4,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,3,5,5,4,4,5,5,5,5,5,4,5,5,1,1,4,New York,10019,5.0,5.0,4.0,4.5,4.5,4.67,4.5,5.0
100063,4,21,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,2,Florida,32836,4.0,4.0,3.75,4.0,4.0,4.0,4.0,4.0
100162,3,16,5,6,3,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,2,5,5,2,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,0,1,3,South Carolina,29418,4.5,4.0,4.25,4.5,4.5,4.0,5.0,5.0
100157,4,23,3,5,4,5,5,5,5,4,5,5,5,5,4,5,4,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Florida,32821,5.0,4.67,4.75,5.0,4.5,5.0,5.0,5.0
100065,4,13,3,7,3,4,2,1,3,5,3,1,5,4,1,1,3,5,3,3,1,2,4,3,3,2,4,2,5,4,1,2,3,1,2,1,3,4,4,1,1,3,2,1,5,1,3,2,1,3,0,0,3,Washington DC (District of Columbia),20004,3.0,2.0,2.75,4.5,3.5,2.0,3.5,3.0
100152,4,21,5,4,3,3,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,1,2,2,2,2,2,2,4,2,2,4,3,4,4,4,4,4,4,4,0,0,4,Georgia,30313,4.0,4.0,3.5,4.0,3.5,4.0,3.5,3.5
100120,4,5,3,8,3,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,3,4,3,0,0,4,Pennsylvania,19104,4.0,3.67,3.5,4.0,3.5,3.33,4.0,4.0
100125,5,37,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,0,1,4,Ohio,43215,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
100164,4,9,3,8,3,4,4,5,4,5,4,4,4,4,3,3,3,3,4,4,5,4,4,5,3,3,3,3,4,4,4,5,4,5,5,3,5,3,4,4,5,5,5,4,4,4,4,4,4,4,0,1,4,Illinois,60605,4.0,4.0,3.75,4.0,5.0,4.0,4.5,4.0
100123,5,16,3,2,3,5,4,5,3,3,4,4,4,5,3,4,5,5,4,3,4,2,2,4,3,5,5,3,4,5,4,5,5,5,5,3,5,5,4,5,5,4,3,4,4,3,5,5,5,5,0,1,4,Ohio,44113,4.0,3.33,4.25,4.5,3.0,5.0,3.0,4.5
100157,4,28,4,8,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Florida,32821,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100114,4,25,3,8,3,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,2,3,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,0,1,5,Texas,77030,3.0,3.33,3.75,4.0,4.0,3.0,3.0,4.0
100077,6,16,3,3,3,4,4,5,3,4,4,4,4,4,2,3,4,3,4,4,4,4,3,4,4,4,4,1,3,4,4,4,4,4,4,2,3,4,3,4,4,4,4,3,4,3,3,4,3,4,0,1,3,Hawaii,96815,3.5,3.0,4.0,3.5,4.0,3.67,3.5,4.0
100063,5,38,4,3,2,4,4,4,4,4,4,3,3,4,3,4,4,4,4,3,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,0,2,Florida,32836,4.0,4.0,3.75,4.0,4.0,4.33,3.0,4.0
100204,5,21,4,6,2,4,4,3,3,3,4,5,3,5,3,5,3,5,3,3,5,4,5,5,3,4,3,3,5,5,5,3,1,3,3,1,4,4,4,3,3,3,3,5,5,5,3,3,3,3,0,0,3,South Carolina,29403,5.0,4.67,2.75,5.0,3.0,3.0,5.0,4.0
100151,5,21,3,6,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,Florida,32819,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100049,5,16,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Florida,33040,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100097,5,7,3,6,3,4,4,4,4,5,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,0,0,4,Georgia,30303,4.0,4.0,4.0,3.5,4.5,3.0,4.0,4.0
100097,6,24,3,6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Georgia,30303,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100104,5,21,3,1,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,Indiana,46204,3.0,3.0,3.0,3.0,3.5,3.0,3.0,4.0
100185,1,21,3,6,4,5,4,4,5,4,5,4,4,4,4,4,4,4,4,4,5,3,3,4,4,4,3,4,4,4,4,3,3,3,3,3,4,4,3,3,3,3,4,4,4,5,4,5,4,5,0,0,4,New York,10001,4.0,4.33,3.75,4.0,4.0,4.67,3.5,4.5
100184,4,25,3,8,3,4,3,4,4,4,3,2,5,3,4,4,3,4,4,3,4,4,3,4,3,4,3,3,3,4,4,4,4,5,5,5,5,5,4,4,5,5,5,3,4,4,4,3,3,3,0,0,2,New York,10282,3.5,4.0,3.75,3.5,4.5,3.0,3.5,3.5
100123,5,21,3,7,2,5,5,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,4,4,5,4,3,4,4,4,4,5,4,5,4,4,5,5,5,5,4,4,4,1,0,4,Ohio,44113,5.0,5.0,4.75,4.5,4.5,4.0,4.5,5.0
100182,4,21,3,4,2,5,5,5,5,5,4,4,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,5,5,5,5,4,4,4,0,1,4,New York,10019,5.0,4.67,4.5,4.0,4.0,4.0,4.5,5.0
100065,5,21,3,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,1,3,Washington DC (District of Columbia),20004,5.0,5.0,4.75,4.5,5.0,5.0,5.0,5.0
100152,5,7,3,4,3,3,3,2,3,4,2,2,4,2,2,4,2,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,4,3,4,4,4,3,5,4,2,3,2,2,2,0,0,4,Georgia,30313,4.5,2.33,3.25,4.0,3.5,2.0,4.0,3.0
100110,5,21,3,8,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Washington DC (District of Columbia),20009,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100182,4,16,3,8,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,3,4,4,3,4,4,3,3,4,3,3,4,4,4,3,4,3,3,4,4,4,3,4,0,0,4,New York,10019,3.0,4.0,3.75,4.0,4.0,3.67,4.0,3.0
100078,5,29,3,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,0,1,3,Louisiana,70112,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
100054,6,24,3,1,3,5,4,5,5,5,4,4,4,5,4,5,4,4,5,4,3,3,3,4,4,5,4,3,4,5,4,4,4,4,5,4,4,4,5,4,3,4,4,4,4,4,5,4,5,5,1,1,4,Texas,75207,4.0,4.33,4.5,4.5,4.5,4.67,3.5,4.5
100110,4,21,3,8,3,5,5,4,4,4,4,1,1,1,1,1,4,4,1,1,4,1,1,3,1,1,5,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,0,4,Washington DC (District of Columbia),20009,1.0,1.0,1.0,2.5,2.5,5.0,2.0,5.0
100105,4,25,3,1,3,4,4,5,5,5,4,3,3,4,3,5,3,3,5,5,5,2,4,4,2,5,5,2,4,3,2,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4,2,5,5,5,1,1,3,Tennessee,37201,5.0,4.33,5.0,3.5,5.0,5.0,4.0,4.0
100156,4,7,5,5,3,4,4,4,5,4,4,4,5,4,4,5,4,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,3,5,5,4,5,4,4,4,4,4,4,5,5,5,5,4,3,4,0,0,3,South Carolina,29464,5.0,4.67,3.75,5.0,4.0,3.67,4.5,4.0
100112,6,7,5,2,3,4,4,5,4,4,4,5,5,5,5,5,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,0,1,4,Texas,78701,4.0,4.33,4.0,4.0,4.5,3.67,4.0,4.0
100061,4,12,4,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,Indiana,46204,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100068,4,25,4,7,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,Washington DC (District of Columbia),20001,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100157,5,37,3,7,4,4,4,5,4,5,4,5,5,4,5,5,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,0,1,4,Florida,32821,5.0,5.0,4.5,4.0,5.0,3.0,4.0,4.0
100173,4,21,3,6,3,3,3,3,1,1,1,3,3,1,5,3,3,3,3,3,4,4,4,4,3,5,1,1,3,4,3,2,1,1,1,1,4,1,3,2,1,1,2,4,4,2,3,5,5,4,0,0,4,Illinois,60603,4.0,2.33,3.0,3.5,1.5,4.67,4.0,3.0
100182,4,25,3,6,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,5,5,4,3,4,4,4,5,5,4,4,4,4,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,1,0,4,New York,10019,5.0,4.67,3.75,4.5,4.0,5.0,5.0,4.0
100166,6,7,3,4,3,3,3,4,3,5,5,4,4,4,4,4,4,4,4,2,2,1,2,4,1,4,4,4,2,2,3,1,1,1,1,1,4,1,1,4,4,4,3,4,2,3,3,2,3,1,0,0,4,Minnesota,55403,3.0,2.33,2.75,2.0,4.0,2.0,3.0,3.0
100110,6,21,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Washington DC (District of Columbia),20009,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100068,3,13,3,7,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,3,5,5,4,4,4,4,4,4,4,4,0,0,2,Washington DC (District of Columbia),20001,4.0,4.33,4.0,4.0,4.0,4.0,4.0,4.0
100157,6,34,3,5,4,1,1,1,2,1,2,2,1,3,1,2,2,1,2,1,2,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,3,1,1,1,1,0,0,4,Florida,32821,3.5,2.33,1.25,5.0,1.0,1.0,1.0,1.0
100110,4,38,4,8,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Washington DC (District of Columbia),20009,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100182,4,23,3,8,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,2,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,0,0,4,New York,10019,3.5,4.0,3.25,4.0,4.0,3.33,4.0,3.5
100184,4,21,3,5,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,3,4,4,4,3,4,3,3,3,5,4,3,3,3,3,4,3,3,4,4,3,4,3,5,5,4,3,3,3,3,1,0,2,New York,10282,5.0,4.0,3.75,4.0,3.5,3.0,4.0,4.0
100097,4,5,3,8,3,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,0,4,Georgia,30303,5.0,5.0,5.0,5.0,5.0,4.67,5.0,5.0
100161,6,16,3,5,3,4,4,3,4,4,3,4,3,4,2,3,2,4,2,2,4,3,5,5,4,2,3,2,2,3,2,4,3,2,2,2,4,3,4,4,4,3,5,5,1,5,5,5,5,5,0,0,4,Florida,32830,3.0,4.67,2.25,2.5,4.5,5.0,5.0,4.0
100097,4,7,3,6,2,4,5,4,5,5,4,4,4,4,4,4,4,5,5,4,5,3,4,4,3,5,4,3,4,3,3,5,5,5,5,5,4,5,4,5,4,5,4,5,4,4,3,5,5,5,0,0,4,Georgia,30303,4.5,4.0,4.75,3.5,4.5,5.0,4.0,4.5
100081,3,5,3,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,4,4,4,4,5,5,4,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,1,1,4,Utah,84101,4.5,5.0,4.5,4.5,5.0,5.0,4.0,5.0
100067,6,21,3,5,3,4,4,4,3,4,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,2,4,4,4,5,4,4,4,4,4,2,4,4,4,5,5,3,4,4,4,4,4,5,4,4,0,0,3,Nevada,89158,4.0,4.0,3.25,4.5,4.0,4.33,4.0,4.0
100161,3,8,3,8,3,4,4,4,4,4,4,5,5,5,5,5,2,4,4,4,4,1,2,5,1,2,4,5,4,4,1,4,4,3,5,4,4,5,5,5,5,5,4,3,3,3,4,4,3,3,0,0,4,Florida,32830,3.0,3.67,3.5,4.0,4.0,3.33,3.5,4.0
100152,5,9,4,4,2,3,4,3,3,4,3,4,3,5,2,3,3,4,3,2,3,2,5,4,3,3,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,3,0,0,4,Georgia,30313,3.5,4.0,2.75,3.5,4.0,3.33,4.5,3.5
100158,4,36,3,5,2,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,3,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,3,Florida,32821,5.0,5.0,4.5,5.0,4.5,5.0,5.0,5.0
100117,5,16,3,5,2,4,4,4,4,5,4,4,4,3,4,4,5,5,5,5,4,3,4,4,5,5,4,4,4,4,4,5,4,4,4,3,4,4,5,5,4,3,4,4,4,4,4,4,3,4,0,0,4,Louisiana,70130,4.0,4.33,4.75,4.0,4.5,3.67,4.0,4.0
100139,4,8,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,1,1,3,Washington,98188,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
100184,3,21,4,8,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,4,5,5,3,5,5,5,5,5,5,5,5,5,1,1,2,New York,10282,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100078,3,34,3,1,3,5,5,5,4,4,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,5,5,4,5,4,5,5,4,5,5,4,5,5,2,5,5,5,5,5,5,5,4,5,5,5,0,1,3,Louisiana,70112,5.0,4.0,4.5,4.5,4.5,5.0,4.5,5.0
100163,5,7,3,5,2,4,4,4,4,4,4,3,3,3,3,2,3,3,4,3,4,3,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,2,3,3,4,2,4,4,4,0,0,3,Illinois,60611,3.0,3.67,3.5,4.0,3.0,4.0,4.0,4.0
100164,5,24,3,8,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,Illinois,60605,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100066,4,16,4,8,4,5,5,5,4,5,5,5,5,4,5,4,4,5,5,4,5,4,4,4,4,5,4,3,4,3,4,5,4,4,4,4,5,5,5,4,4,5,5,5,4,5,3,4,5,5,0,1,3,Georgia,30326,4.5,5.0,4.5,3.5,5.0,4.67,4.0,5.0
100182,3,5,3,8,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,New York,10019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100157,6,38,3,7,3,4,4,4,4,4,3,4,4,4,3,2,5,4,3,2,4,3,4,4,2,4,3,3,4,4,4,4,3,3,4,2,4,4,4,3,5,4,4,4,4,4,3,4,4,4,0,0,4,Florida,32821,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
100187,5,21,4,4,2,4,5,5,3,4,4,4,4,4,4,4,5,5,4,5,5,5,4,4,4,5,5,5,3,5,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,5,5,5,4,4,0,1,3,New York,10036,4.0,4.67,4.5,4.0,4.0,4.33,4.0,4.5
100182,4,24,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,New York,10019,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100151,6,16,3,4,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Florida,32819,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100111,5,12,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,Texas,77010,4.0,4.0,4.25,4.0,4.0,4.0,4.0,4.0
100136,4,21,3,8,3,4,4,4,4,4,2,4,1,1,1,1,4,1,1,2,2,1,1,4,1,1,1,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,Arizona,86351,1.0,1.0,1.25,2.5,2.5,1.0,2.5,4.0
100152,3,6,3,4,4,5,5,5,4,4,3,3,3,3,3,3,4,5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,4,5,4,5,1,1,4,Georgia,30313,5.0,5.0,4.5,5.0,4.5,4.67,3.0,5.0
100095,4,21,3,6,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,Connecticut,6460,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100094,4,12,3,4,3,4,5,5,5,4,4,4,4,4,4,5,4,5,5,4,5,5,5,4,4,5,5,5,4,5,5,4,5,5,5,5,5,4,5,4,4,5,4,4,4,4,4,4,5,5,1,1,4,Oregon,97204,4.0,4.33,4.75,4.5,4.0,4.67,4.5,4.5
100150,4,16,3,6,3,5,5,3,4,4,4,4,4,3,2,3,4,5,4,3,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,1,0,3,Florida,32822,4.0,4.0,3.75,4.0,4.0,5.0,4.0,5.0
100111,4,12,3,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Texas,77010,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100125,6,7,5,4,3,4,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,4,Ohio,43215,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.0
100160,4,21,3,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Florida,32830,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100060,4,7,3,3,3,4,5,5,5,5,4,4,5,5,5,4,5,4,5,4,4,3,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,1,1,3,Florida,33142,4.5,5.0,4.75,5.0,5.0,5.0,5.0,4.5
100100,6,21,3,6,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,Nebraska,68102,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100182,4,7,3,8,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,New York,10019,4.0,4.0,3.5,4.0,4.0,4.0,3.5,4.0
