college_name,stream,year_of_study,ai_tools_used,daily_usage_hours,use_cases,trust_in_ai_tools,do_professors_allow_use,preferred_ai_tool,awareness_level,willing_to_pay_for_access,state,device_used,internet_access,impact_on_grades_binary
"PWS College of Arts & Commerce, Nagpur ",Arts,2,"ChatGPT, Copilot",3.6,"Assignments, Coding Help",1,No,ChatGPT,5,No,Maharashtra,Mobile,Poor,1
Baba Balak Nath Post Graduate College ,Science,2,Other,1.2,"Doubt Solving, Learning new topics, MCQ Practice",2,No,Copilot,10,Yes,Himachal pradesh,Mobile,Poor,1
"Shree Rayeshwar Institute of Engineering and Information Technology, North Goa ",Engineering,1,ChatGPT,2.8,"Content Writing, Assignments, Doubt Solving",3,Yes,Copilot,4,Yes,Goa,Laptop,Poor,1
"Lady Keane College, Shillong ",Management,1,"Gemini, Midjourney",1.0,"Assignments, Coding Help",1,Yes,ChatGPT,2,No,Meghalaya,Laptop,Medium,0
Acharya Nagarjuna University ,Law,4,Bard,3.0,"Content Writing, Exam Preparation",4,No,Other,7,Yes,Andhra pradesh,Mobile,High,1
"Kalasalingam Academy of Research and Education, Krishnankovil ",Hotel-management,1,Copilot,1.3,Learning new topics,1,No,Copilot,7,Yes,Tamil nadu,Laptop,Poor,0
SunRise University ,Pharmacy,2,Copilot,1.9,"Assignments, Coding Help",3,No,ChatGPT,7,Yes,Rajasthan,Tablet,Poor,0
"ICFAI University, West Tripura ",Medical,2,"ChatGPT, Copilot",3.5,"Doubt Solving, Resume Writing",2,No,Copilot,4,No,Tripura,Laptop,Medium,1
Baddi University of Emerging Sciences and Technologies ,Pharmacy,2,Claude,4.8,Doubt Solving,5,Yes,Claude,2,Yes,Himachal pradesh,Mobile,Poor,1
People's Institute of Management & Research ,Management,1,"Gemini, Midjourney",1.0,Learning new topics,3,No,ChatGPT,8,No,Madhya pradesh,Tablet,Medium,0
"RMD College of Agriculture and Research Station, ",Science,4,ChatGPT,0.9,Learning new topics,5,No,Other,8,No,Chhattisgarh,Tablet,Poor,0
"Indira Gandhi College of Arts and Science, Pondicherry ",Commerce,2,Claude,3.8,"Project Work, MCQ Practice",4,Yes,Copilot,1,Yes,Puducherry,Laptop,High,0
"Government Degree College, Kathua ",Arts,3,Copilot,4.0,Resume Writing,3,No,Gemini,10,Yes,Jammu,Tablet,Poor,0
"The Modern College, Imphal ",Science,4,"Gemini, Midjourney",1.9,"Doubt Solving, Resume Writing",5,Yes,Copilot,5,No,Manipur,Mobile,Medium,1
LM Thapar School of Management ,Science,2,Copilot,2.0,"Doubt Solving, Resume Writing",5,No,Gemini,9,Yes,Chandigarh,Tablet,High,0
St. Xavier's University ,Commerce,2,Copilot,4.3,"Assignments, Learning new topics, Doubt Solving",4,Yes,Claude,9,Yes,West bengal,Laptop,High,0
Goa Institute of Management ,Management,1,Copilot,3.2,"Doubt Solving, Resume Writing",3,Yes,Other,7,No,Goa,Mobile,Poor,0
"School of Law, Christ University ",Law,1,"ChatGPT, Gemini, Copilot",3.5,Content Writing,3,Yes,ChatGPT,6,Yes,Karnataka,Tablet,Medium,1
Calicut University ,Hotel-management,3,"ChatGPT, Copilot",3.4,Content Writing,3,No,ChatGPT,5,No,Kerala,Mobile,Poor,1
Goswami Ganesh Dutt Sanatan Dharama College ,Science,3,Gemini,0.7,"Assignments, Coding Help",3,Yes,Gemini,9,No,Punjab,Tablet,High,1
Indian Institute of Technology ,Science,2,Other,5.0,"Exam Preparation, Assignments",2,No,Copilot,4,No,Assam,Mobile,Medium,1
Vidyasagar Institute of Management ,Management,1,Claude,4.7,Exam Preparation,5,Yes,Gemini,4,Yes,Madhya pradesh,Tablet,High,0
"Government Champhai College, Champhai ",Arts,2,"ChatGPT, Copilot",3.0,"Doubt Solving, Resume Writing",4,No,Copilot,9,Yes,Mizoram,Tablet,Medium,1
ICBM School of Business Excellence ,Management,1,"ChatGPT, Gemini, Copilot",2.6,Content Writing,5,Yes,Other,6,No,Telangana,Laptop,Medium,1
Jayoti Vidyapeeth Women's University ,Arts,1,"Gemini, Midjourney",3.8,"MCQ Practice, Projects",1,Yes,Copilot,1,Yes,Rajasthan,Mobile,Medium,1
Sri Sri University ,Law,3,"ChatGPT, Gemini, Copilot",2.7,"Assignments, Coding Help",1,No,Copilot,1,Yes,Orissa,Mobile,High,1
I.K. Gujral Punjab Technical University ,Hotel-management,4,"ChatGPT, Gemini, Copilot",3.4,"Assignments, Coding Help",2,No,Copilot,6,No,Punjab,Mobile,High,1
Oriental University ,Management,1,"Gemini, Midjourney",1.1,Learning new topics,1,Yes,ChatGPT,6,Yes,Madhya pradesh,Mobile,Poor,1
Om Sterling Global University ,Agriculture,4,Gemini,4.8,"Doubt Solving, Content Writing",4,No,Bard,7,No,Haryana,Laptop,Medium,1
Seth GS Medical College ,Pharmacy,3,Gemini,1.3,Resume Writing,3,Yes,ChatGPT,10,No,Maharashtra,Mobile,Medium,1
"Dibrugarh University, Dibrugarh ",Science,1,Copilot,3.8,"Doubt Solving, Resume Writing",3,Yes,Other,9,Yes,Assam,Tablet,High,0
"Institute of Hotel Management Shri Shakti- [IHM], ",Hotel-management,2,"Gemini, Midjourney",1.5,Learning new topics,4,No,ChatGPT,10,Yes,Telangana,Tablet,Medium,1
Hyderabad School of Business ,Commerce,1,Other,1.2,Coding Help,4,No,Copilot,4,No,Telangana,Mobile,High,1
Dolphin PG Institute of BioMedical & Natural ,Science,2,Copilot,3.6,"MCQ Practice, Projects",5,No,Gemini,1,No,Uttarakhand,Tablet,Poor,1
Chitkara University ,Pharmacy,1,Other,4.6,"Learning new topics, Coding Help, Doubt Solving",3,No,Other,7,Yes,Punjab,Laptop,Medium,1
Himalayan University ,Agriculture,3,Claude,4.5,"Resume Writing, Exam Preparation, Doubt Solving",1,Yes,Gemini,9,Yes,Arunachal pradesh,Laptop,Poor,1
Modern Vidya Niketan ,Commerce,2,ChatGPT,1.3,"Assignments, Coding Help",4,Yes,Gemini,9,No,Haryana,Mobile,High,1
"Rama University, Kanpur ",Law,2,ChatGPT,2.9,Resume Writing,4,Yes,Other,3,Yes,Uttar pradesh,Tablet,Medium,1
Dasarath Deb Memorial College ,Commerce,2,Claude,4.0,"MCQ Practice, Content Writing, Assignments",2,Yes,Other,8,Yes,Tripura,Mobile,High,0
Jharkhand Rai University ,Medical,2,ChatGPT,1.2,"Exam Prep, Notes",4,Yes,Other,7,Yes,Jharkhand,Laptop,Poor,0
Amity Global Business School ,Management,2,ChatGPT,2.6,"Assignments, Coding Help",1,Yes,ChatGPT,9,No,Chandigarh,Tablet,Poor,1
Birsa Agricultural University ,Agriculture,1,"ChatGPT, Gemini, Copilot",1.7,"Assignments, Coding Help",5,Yes,Gemini,5,No,Jharkhand,Tablet,High,0
"IIHMR University, Jaipur ",Arts,1,"ChatGPT, Gemini, Copilot",3.0,Learning new topics,2,No,Copilot,9,Yes,Rajasthan,Laptop,Medium,0
"CHM Institute of Hotel and Business Management, ",Hotel-management,2,"Gemini, Midjourney",1.6,"Exam Prep, Notes",3,No,Copilot,1,No,Uttar pradesh,Laptop,Medium,0
"Elphinstone College, Mumbai ",Commerce,4,"Gemini, Midjourney",4.5,"Doubt Solving, Resume Writing",1,No,Gemini,9,Yes,Maharashtra,Tablet,Poor,1
"Nirmala College Of Arts And Science, Chalakkudy, ",Hotel-management,2,ChatGPT,4.2,"Exam Prep, Notes",3,Yes,Copilot,7,No,Kerala,Tablet,Poor,1
St. Thomas College of Engineering and Technology- ,Engineering,4,"ChatGPT, Gemini, Copilot",3.8,Learning new topics,5,Yes,Copilot,1,Yes,Kerala,Laptop,Poor,1
"United College, Chandel ",Arts,2,ChatGPT,4.3,Content Writing,4,No,Copilot,1,Yes,Manipur,Mobile,Poor,0
"Jagannath University, Jaipur ",Law,2,Claude,0.9,"Project Work, MCQ Practice, Learning new topics",1,No,ChatGPT,4,Yes,Rajasthan,Laptop,Poor,0
Bharathiar University ,Medical,3,"Gemini, Midjourney",3.2,"Exam Prep, Notes",5,Yes,ChatGPT,6,No,Tamil nadu,Mobile,Medium,0
"Techno India University, Kolkata ",Medical,4,Claude,4.1,"Resume Writing, Exam Preparation, Coding Help",4,No,Claude,7,Yes,West bengal,Tablet,Poor,1
Sher-e-Kashmir University of Agricultural Sciences and Technology ,Agriculture,1,Copilot,3.6,"Resume Writing, Exam Preparation, Project Work",4,No,Other,4,Yes,Jammu,Laptop,High,1
"Imphal College, Imphal ",Science,1,Gemini,4.2,"Project Work, Content Writing",1,No,Gemini,8,No,Manipur,Tablet,High,0
"Mahatma Gandhi College, Trivandrum ",Arts,3,"ChatGPT, Copilot",4.0,"Assignments, Coding Help",3,Yes,Other,4,No,Kerala,Tablet,Poor,1
"DRIEMS Group of Institutions, Cuttack ",Medical,1,Copilot,4.3,"Exam Preparation, Assignments",4,No,ChatGPT,4,Yes,Orissa,Laptop,Poor,1
"Nagaland University, Zunhebotto ",Agriculture,1,ChatGPT,3.8,Content Writing,4,No,Other,5,No,Nagaland,Mobile,Medium,0
"T.N.B. College, Bhagalpur ",Science,4,"ChatGPT, Copilot",3.7,"MCQ Practice, Projects",4,No,ChatGPT,8,No,Bihar,Tablet,Poor,1
State Institute of Hospitality Management ,Management,4,Other,4.4,Content Writing,3,Yes,Bard,7,Yes,Kerala,Mobile,High,1
Madhav University ,Engineering,2,Gemini,2.6,"Assignments, Coding Help",4,Yes,Other,2,Yes,Rajasthan,Tablet,Poor,1
Suresh Gyan Vihar University ,Pharmacy,1,Copilot,2.5,"MCQ Practice, Content Writing",5,Yes,Other,2,No,Rajasthan,Tablet,Poor,0
"College of Commerce, Arts & Science, Patna ",Commerce,1,ChatGPT,2.6,"Project Work, Resume Writing, Assignments",5,No,Other,4,Yes,Bihar,Laptop,High,0
Dr. C.V. Raman University ,Management,2,"Gemini, Midjourney",2.2,"Doubt Solving, Resume Writing",2,No,Gemini,8,No,Chhattisgarh,Tablet,High,0
Fr. Agnel College of Arts and Commerce ,Commerce,2,Copilot,3.2,"Exam Prep, Notes",5,No,ChatGPT,10,No,Goa,Mobile,Medium,1
Manipal School of Architecture and Planning ,Arts,4,"ChatGPT, Gemini, Copilot",2.4,Learning new topics,1,No,ChatGPT,6,Yes,Karnataka,Laptop,Poor,0
"Anurag University, Hyderabad ",Science,4,Other,4.7,"Resume Writing, Learning new topics, Coding Help",3,No,ChatGPT,6,Yes,Telangana,Tablet,Poor,1
Sanskriti University ,Management,3,Copilot,4.6,Coding Help,4,Yes,Other,5,No,Uttar pradesh,Laptop,Poor,0
O. P. Jindal Global University ,Law,4,ChatGPT,3.3,"Doubt Solving, Resume Writing",5,Yes,Other,4,No,Haryana,Mobile,High,1
Narsee Monjee Institute of Management Studies ,Pharmacy,4,Copilot,0.6,Doubt Solving,2,Yes,Claude,10,No,Telangana,Laptop,Poor,1
NERIM Group of Institutions ,Science,2,Copilot,0.7,"Exam Prep, Notes",5,No,Other,1,Yes,Assam,Laptop,Medium,0
Indian Institute of Management ,Management,2,"ChatGPT, Copilot",3.6,"Exam Prep, Notes",1,No,ChatGPT,9,Yes,Bihar,Laptop,Medium,0
DAV College ,Science,3,Gemini,3.7,Learning new topics,2,No,Other,8,Yes,Punjab,Mobile,High,1
"DAV PG College, Dehradun ",Law,2,Copilot,3.5,"Exam Prep, Notes",2,No,Gemini,9,No,Uttarakhand,Tablet,High,1
Dev Bhoomi Group of Institutions ,Agriculture,1,Other,4.0,"Assignments, Content Writing",5,No,Bard,10,Yes,Uttarakhand,Laptop,Medium,0
"BH College, Barpeta ",Commerce,1,Copilot,3.6,"MCQ Practice, Projects",1,Yes,Other,10,No,Assam,Tablet,Medium,1
Sri Guru Granth Sahib World University ,Law,2,Gemini,3.9,"Assignments, Coding Help",3,Yes,Copilot,2,Yes,Punjab,Tablet,Medium,1
Chandigarh University ,Agriculture,2,Bard,1.2,"Doubt Solving, MCQ Practice",5,Yes,Other,6,No,Haryana,Mobile,Poor,0
University of Science and Technology ,Law,4,Copilot,2.7,"Doubt Solving, Resume Writing",5,No,Gemini,1,No,Meghalaya,Tablet,High,0
J.S. University ,Agriculture,3,ChatGPT,0.7,"Assignments, Coding Help",5,No,Other,8,No,Uttar pradesh,Mobile,High,0
"Amity University, Raipur ",Commerce,3,Bard,1.5,Exam Preparation,3,No,ChatGPT,3,Yes,Chhattisgarh,Mobile,Medium,1
"University School of Business, Chandigarh University ",Arts,4,Copilot,2.7,Project Work,5,Yes,Gemini,10,Yes,Punjab,Mobile,High,1
"College of Veterinary Sciences, Hisar ",Agriculture,1,Gemini,4.0,Learning new topics,4,Yes,Copilot,4,Yes,Haryana,Laptop,High,0
"Uka Tarsadia University, Bardoli ",Medical,3,Copilot,1.6,"Assignments, Coding Help",3,Yes,Gemini,4,Yes,Gujarat,Mobile,Poor,0
"Disha College of Management Studies- [DCMS], Raipur ",Commerce,1,ChatGPT,2.4,"MCQ Practice, Projects",4,Yes,Copilot,6,Yes,Chhattisgarh,Mobile,Poor,0
Punjab Engineering College University of Technology ,Management,2,ChatGPT,3.7,"Exam Prep, Notes",4,Yes,Gemini,6,No,Chandigarh,Mobile,High,1
"Presidency College, Bangalore ",Commerce,1,ChatGPT,2.6,"MCQ Practice, Projects",1,Yes,ChatGPT,1,Yes,Karnataka,Tablet,High,1
Mangalayatan University ,Medical,4,ChatGPT,3.9,"Doubt Solving, Resume Writing",2,Yes,ChatGPT,1,Yes,Uttar pradesh,Mobile,Poor,1
Dr. S. S. Bhatnagar University Institute of ,Science,2,ChatGPT,4.8,"MCQ Practice, Coding Help, Doubt Solving",2,Yes,ChatGPT,7,No,Chandigarh,Tablet,High,0
Nari Gursahani Law College ,Law,1,Gemini,3.5,"Assignments, Coding Help",4,No,Gemini,7,No,Maharashtra,Tablet,Poor,0
Bihar Agricultural University ,Agriculture,4,Copilot,3.1,"Assignments, Coding Help",5,Yes,ChatGPT,4,No,Bihar,Mobile,High,1
"Mahatma Gandhi Government College, Mayabander ",Science,4,Other,4.1,"Doubt Solving, Coding Help",3,No,Claude,10,Yes,Andaman,Mobile,High,1
JECRC University ,Commerce,3,Gemini,4.1,Content Writing,3,Yes,ChatGPT,4,Yes,Rajasthan,Laptop,Medium,0
"Sri Ramachandra Medical College, Chennai ",Medical,2,ChatGPT,2.3,"Assignments, Coding Help",1,Yes,ChatGPT,9,No,Tamil nadu,Tablet,Poor,1
Sri Venkateswara College of Engineering and Technology ,Engineering,4,"ChatGPT, Copilot",1.0,Learning new topics,3,Yes,Gemini,9,No,Andhra pradesh,Tablet,High,1
BFIT Group of Institutions ,Arts,2,ChatGPT,2.3,"Assignments, Project Work",2,Yes,ChatGPT,5,Yes,Uttarakhand,Mobile,Medium,1
RK University ,Pharmacy,4,Bard,2.3,"Assignments, Learning new topics",2,No,Gemini,6,Yes,Gujarat,Tablet,Medium,1
"RIMT College of Architecture, Fatehgarh Sahib ",Agriculture,2,Bard,1.6,"Doubt Solving, Learning new topics",4,Yes,Bard,6,Yes,Punjab,Mobile,Medium,0
North-Eastern Hill University ,Arts,3,Copilot,3.1,"Assignments, Resume Writing, Coding Help",3,No,Claude,4,Yes,Meghalaya,Mobile,Medium,1
"Dina Institute of Hotel Management Hadapsar, Pune ",Hotel-management,2,Copilot,0.6,"Resume Writing, Content Writing, Assignments",1,No,Other,3,No,Maharashtra,Mobile,Poor,1
Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya ,Agriculture,4,Gemini,4.3,Content Writing,2,Yes,Copilot,9,No,Madhya pradesh,Mobile,Medium,1
"Fazl Ali College, Mokokchung ",Arts,2,Claude,2.3,"MCQ Practice, Doubt Solving, Coding Help",1,No,Copilot,10,No,Nagaland,Mobile,Poor,0
"Coxtan Administrative & Management College, Dhanbad ",Medical,2,Bard,1.8,Coding Help,3,No,Copilot,8,Yes,Jharkhand,Mobile,Poor,1
Shri Guru Ram Rai University ,Commerce,4,ChatGPT,3.1,"Learning new topics, Project Work, Resume Writing",3,Yes,ChatGPT,3,No,Uttarakhand,Tablet,High,0
"Maya Group of Colleges, Dehradun ",Hotel-management,2,Copilot,1.9,Content Writing,3,Yes,Other,6,Yes,Uttarakhand,Mobile,Medium,1
Maulana Azad National Institute of Technology ,Science,2,Gemini,2.8,"Exam Preparation, Doubt Solving",2,Yes,Bard,10,Yes,Madhya pradesh,Laptop,Medium,1
"Sikkim University, Gangtok ",Management,2,Bard,3.7,Coding Help,5,Yes,Copilot,7,Yes,Sikkim,Laptop,Medium,1
SRM Institute of Technology ,Agriculture,3,ChatGPT,3.7,"Exam Prep, Notes",4,Yes,Copilot,2,Yes,Tamil nadu,Laptop,Poor,0
"Amity University, Mumbai ",Engineering,2,"ChatGPT, Copilot",2.8,"Doubt Solving, Resume Writing",1,No,Other,1,Yes,Maharashtra,Mobile,High,0
Jayoti Vidyapeeth Women's University ,Law,2,Bard,2.2,"MCQ Practice, Doubt Solving",5,No,Copilot,1,No,Rajasthan,Laptop,Medium,0
"Lloyd Business School, Greater Noida ",Management,4,Bard,2.1,"Content Writing, Resume Writing",2,No,Gemini,4,No,Uttar pradesh,Mobile,Medium,1
Birla Institute of Technology and Science ,Arts,4,"ChatGPT, Gemini, Copilot",3.4,Content Writing,3,No,Copilot,7,Yes,Goa,Laptop,Poor,1
Maulana Azad National Institute of Technology ,Science,3,Copilot,2.5,"Exam Prep, Notes",2,Yes,Gemini,7,No,Madhya pradesh,Mobile,Medium,1
"Tula's Institute, Dehradun ",Engineering,3,Copilot,4.6,"Project Work, Assignments",5,Yes,Copilot,4,No,Uttarakhand,Tablet,Medium,1
Arunachal University of Studies ,Medical,4,"ChatGPT, Gemini, Copilot",1.8,Content Writing,2,Yes,Gemini,4,No,Arunachal pradesh,Mobile,Poor,0
SRM Institute of Technology ,Commerce,2,Gemini,0.6,"Assignments, Resume Writing, Learning new topics",4,No,Gemini,2,No,Tamil nadu,Tablet,High,1
Sant Baba Bhag Singh University ,Engineering,3,"ChatGPT, Copilot",2.3,"MCQ Practice, Projects",1,No,ChatGPT,9,No,Punjab,Mobile,Poor,0
"Saveetha Dental College & Hospital, Chennai ",Medical,1,Copilot,5.0,"Exam Preparation, MCQ Practice, Doubt Solving",3,Yes,Copilot,3,Yes,Tamil nadu,Tablet,Medium,1
"Government Arts College (Autonomous), Coimbatore ",Science,3,Gemini,3.7,Doubt Solving,3,No,Copilot,6,No,Tamil nadu,Laptop,High,0
Chandigarh Group of Colleges ,Hotel-management,4,Other,3.6,"Assignments, Project Work, MCQ Practice",2,No,ChatGPT,6,No,Punjab,Tablet,Poor,0
"Rayat Bahra Hoshiarpur Campus, Hoshiarpur ",Medical,2,ChatGPT,3.7,Content Writing,5,Yes,Other,9,No,Punjab,Tablet,Poor,1
"Mohamed Sathak A.J. College of Pharmacy, Chennai ",Pharmacy,2,ChatGPT,2.9,"Content Writing, Doubt Solving",5,No,ChatGPT,9,Yes,Tamil nadu,Tablet,Medium,1
"Government Degree College, Baramulla ",Science,3,Gemini,1.5,"Doubt Solving, Resume Writing",5,Yes,Other,4,No,Jammu,Mobile,Poor,1
Radha Govind University ,Agriculture,2,ChatGPT,0.8,Exam Preparation,2,Yes,Copilot,6,Yes,Jharkhand,Laptop,Poor,0
Vaishali Institute of Business and Rural Management ,Management,2,Other,3.4,"Project Work, Coding Help",3,No,Gemini,10,No,Bihar,Tablet,Poor,0
"A.J. College of Science and Technology Thonnakkal, ",Hotel-management,4,"ChatGPT, Copilot",2.1,"Assignments, Coding Help",5,No,Other,10,Yes,Kerala,Tablet,High,0
International Institute of Management Sciences ,Hotel-management,4,"ChatGPT, Gemini, Copilot",0.7,"Exam Prep, Notes",2,No,Other,10,Yes,West bengal,Tablet,Poor,1
"Yenepoya University, Mangalore ",Pharmacy,3,Bard,0.7,Assignments,5,No,Claude,2,Yes,Karnataka,Tablet,Poor,0
GH Raisoni College of Engineering ,Engineering,2,"ChatGPT, Copilot",3.4,"MCQ Practice, Projects",1,Yes,Other,2,Yes,Maharashtra,Laptop,High,1
"Navsari Agricultural University, Navsari ",Science,4,Copilot,3.1,Learning new topics,3,No,Gemini,3,No,Gujarat,Mobile,High,0
"OPJS University, Churu ",Management,1,Copilot,1.0,Assignments,5,Yes,Claude,7,Yes,Rajasthan,Laptop,High,1
Chandigarh University ,Law,2,"Gemini, Midjourney",3.2,Content Writing,2,No,Copilot,9,Yes,Punjab,Mobile,Medium,0
"St Anthony's College, Shillong ",Arts,2,ChatGPT,1.7,"Project Work, Learning new topics, Exam Preparation",2,No,Gemini,3,Yes,Meghalaya,Laptop,High,0
"Nirmala College Of Arts And Science, Chalakkudy, ",Hotel-management,3,Gemini,1.2,Assignments,5,No,Other,3,Yes,Kerala,Tablet,Medium,1
Annie Besant College of Engineering And Management ,Law,4,"ChatGPT, Gemini, Copilot",2.6,"Doubt Solving, Resume Writing",4,Yes,ChatGPT,7,No,Uttar pradesh,Laptop,Poor,0
"Faculty of Pharmaceutical Sciences, Shoolini University, Solan ",Pharmacy,2,ChatGPT,3.5,"Doubt Solving, Resume Writing",4,No,Gemini,4,Yes,Himachal pradesh,Tablet,Poor,1
Vellore Institute of Technology ,Law,2,ChatGPT,4.8,"Content Writing, Assignments",3,Yes,Bard,4,Yes,Tamil nadu,Mobile,Medium,1
Assam Agricultural University ,Management,3,Copilot,1.3,"Coding Help, Resume Writing, Exam Preparation",1,Yes,Copilot,10,Yes,Assam,Laptop,Medium,1
"Apex University, Jaipur ",Agriculture,1,Bard,1.7,Coding Help,3,Yes,Bard,2,Yes,Rajasthan,Tablet,Poor,0
Sree Chitra Thirunal College of Engineering ,Engineering,1,Other,0.6,Doubt Solving,2,No,Claude,8,No,Kerala,Tablet,Medium,0
IMS Unison University ,Law,4,"ChatGPT, Copilot",4.4,"MCQ Practice, Projects",3,Yes,ChatGPT,1,No,Uttarakhand,Tablet,Medium,1
Gauhati University ,Management,1,Bard,3.5,Coding Help,1,Yes,Claude,10,No,Assam,Mobile,Medium,0
Birla Institute of Technology ,Management,2,"ChatGPT, Gemini, Copilot",2.3,"Assignments, Coding Help",4,Yes,Copilot,8,Yes,Jharkhand,Laptop,High,0
Vellore Institute of Technology ,Commerce,2,Copilot,4.5,"Doubt Solving, Resume Writing",3,Yes,Other,6,Yes,Tamil nadu,Mobile,Medium,0
Baosi Banikanta Kakati College ,Science,2,Claude,2.8,"Learning new topics, Coding Help, Resume Writing",3,Yes,Copilot,5,No,Assam,Laptop,High,0
Sher-e-Kashmir University of Agricultural Sciences and Technology ,Commerce,4,"Gemini, Midjourney",2.6,"MCQ Practice, Projects",3,No,ChatGPT,8,Yes,Jammu,Tablet,High,0
The Neotia University ,Management,3,Gemini,0.5,"MCQ Practice, Projects",4,Yes,Copilot,2,Yes,West bengal,Mobile,High,0
"ICFAI University, Raipur ",Commerce,4,Gemini,3.8,"Coding Help, Resume Writing",5,No,Claude,9,No,Chhattisgarh,Mobile,Medium,1
"KLE Technological University, Hubli ",Engineering,2,Other,1.4,"Project Work, Assignments, Doubt Solving",1,Yes,Other,3,Yes,Karnataka,Mobile,High,1
"KJ Somaiya Institute of Management, Mumbai ",Management,1,"ChatGPT, Gemini, Copilot",3.1,Content Writing,3,Yes,Other,1,Yes,Maharashtra,Laptop,High,0
"Shyam University, Dausa ",Pharmacy,4,Gemini,4.2,"Assignments, Project Work",4,No,Bard,9,No,Rajasthan,Tablet,Poor,0
"SRM Institute of Hotel Management, Chennai ",Hotel-management,3,Copilot,2.3,"Exam Prep, Notes",3,No,ChatGPT,10,No,Tamil nadu,Mobile,Poor,1
"St. Peter's College, Kolkata ",Law,1,ChatGPT,2.3,"Resume Writing, Exam Preparation",3,Yes,Other,9,Yes,West bengal,Tablet,Medium,0
"Guru Kashi University, Bathinda ",Law,1,Copilot,3.8,"Assignments, Coding Help",1,Yes,ChatGPT,10,Yes,Punjab,Mobile,Medium,1
Leo Academy of Hospitality and Tourism Management ,Hotel-management,2,Gemini,3.2,Learning new topics,1,No,Gemini,9,Yes,Telangana,Tablet,High,0
Symbiosis International University ,Management,4,"ChatGPT, Copilot",3.4,Learning new topics,1,No,Copilot,4,Yes,Telangana,Laptop,Poor,1
University of Mysore ,Agriculture,3,Copilot,0.6,"Assignments, Doubt Solving, Learning new topics",2,No,Copilot,6,Yes,Karnataka,Tablet,Poor,0
Maulana Abul Kalam Azad University of Technology ,Engineering,1,ChatGPT,2.2,Content Writing,4,Yes,Gemini,2,No,West bengal,Mobile,High,1
Assam Don Bosco University ,Arts,2,Gemini,3.6,"Assignments, Content Writing, MCQ Practice",1,No,Bard,10,No,Assam,Laptop,Poor,1
"The National Degree College, Bangalore ",Commerce,3,"ChatGPT, Gemini, Copilot",2.1,Learning new topics,4,No,Other,6,No,Karnataka,Laptop,Poor,1
Himalayan University ,Engineering,3,Copilot,3.7,Learning new topics,4,Yes,Gemini,1,Yes,Arunachal pradesh,Mobile,Poor,0
"Khalsa College, Amritsar ",Agriculture,2,Other,2.0,"Content Writing, Exam Preparation, Resume Writing",1,No,Copilot,1,No,Punjab,Laptop,Medium,0
